table,5
record,6
sorry,5
low,3
general,7
rather,6
market,6
share,5
TRUE,4
teacher,7
data,4
vote,4
death,5
hit,3
easy,4
education,9
build,5
wrong,5
expect,6
tax,3
himself,7
either,6
pretty,6
future,6
college,7
music,5
fight,5
republican,10
appear,6
rate,4
sign,4
bit,3
class,5
police,6
effect,6
season,6
fire,4
clear,5
heart,5
son,3
art,3
local,5
individual,10
present,7
miss,4
possible,8
serve,5
cover,5
although,8
value,5
reach,5
air,3
require,7
foot,4
pick,4
design,6
increase,8
half,4
listen,6
agree,5
according,9
anyone,6
baby,4
order,5
focus,5
check,5
decide,6
model,5
full,4
comment,7
interest,8
sometimes,9
security,8
eat,3
suggest,7
nation,6
major,5
front,5
sell,4
action,6
official,8
wife,4
instead,7
decision,8
receive,7
phone,5
attack,6
thanks,6
project,7
soon,4
event,5
rule,4
practice,8
strong,6
remain,6
outside,7
explain,7
site,4
claim,5
rest,4
pull,4
church,6
perhaps,7
relationship,12
six,3
fine,4
movie,5
field,5
raise,5
position,8
list,4
likely,6
player,6
couple,6
themselves,10
especially,10
difference,10
development,11
federal,7
former,6
role,4
myself,6
picture,7
star,4
price,5
effort,6
nice,4
quite,5
military,8
voice,5
finally,7
department,10
toward,6
leader,6
inside,6
land,4
photo,5
wear,4
space,5
special,7
lie,3
patient,7
film,4
catch,5
guess,5
type,4
arm,3
town,4
article,7
approach,8
charge,6
road,4
chance,6
drug,4
economic,8
press,5
situation,9
choose,6
happy,5
science,7
join,4
risk,4
campaign,8
teach,5
develop,7
yourself,8
carry,5
brother,7
dead,4
above,5
image,5
simply,6
middle,6
society,7
piece,5
paper,5
energy,6
personal,8
stuff,5
building,8
drop,4
doctor,6
wonder,6
activity,8
exactly,7
short,5
media,5
evidence,8
product,7
realize,7
save,4
race,4
technology,10
term,4
color,5
describe,8
choice,6
source,6
mom,3
director,8
international,13
ground,6
election,8
uh,2
measure,7
park,4
standard,8
page,4
itself,6
response,8
produce,7
certain,7
whatever,8
benefit,7
visit,5
video,5
store,5
alone,5
throw,5
third,5
near,4
recent,6
key,3
available,9
ready,5
opportunity,11
rise,4
oil,3
release,7
organization,12
character,9
single,6
current,7
address,7
county,6
dad,3
whose,5
challenge,9
shoot,5
industry,8
attention,9
forget,6
deep,4
plant,5
dog,3
red,3
hair,4
condition,9
sleep,5
subject,7
wall,4
daughter,8
review,6
account,7
author,6
truth,5
average,7
upon,4
husband,7
period,6
series,6
officer,7
feature,7
wish,4
dark,4
computer,8
thought,7
economy,7
goal,4
bank,4
behavior,8
certainly,9
nearly,6
fear,4
complete,8
dream,5
north,5
blood,5
culture,7
interview,9
medical,7
ok,2
everybody,9
drink,5
difficult,9
language,8
window,6
population,10
tree,4
judge,5
worker,6
date,4
draw,4
worry,5
push,4
earth,5
per,3
private,7
hundred,7
tonight,7
thousand,8
letter,6
gun,3
mention,7
simple,6
involve,7
hell,4
fast,4
poor,4
score,5
concern,7
laugh,5
nature,6
administration,14
common,6
message,7
sort,4
song,4
enjoy,5
similar,7
smile,5
congress,8
fund,4
fun,3
finish,6
hot,3
left,4
seek,4
travel,6
amount,6
analysis,8
defense,7
bill,4
final,5
cell,4
performance,11
hospital,8
bed,3
board,5
trade,5
green,5
attempt,7
protect,7
century,7
summer,6
material,8
recently,8
example,7
represent,9
fill,4
blue,4
total,5
animal,6
fail,4
particular,10
factor,6
range,5
search,6
natural,7
sir,3
agency,6
usually,7
significant,11
ability,7
mile,4
statement,9
access,6
notice,6
entire,6
democrat,8
floor,5
serious,7
coach,5
career,6
billion,7
ahead,5
dollar,6
hurt,4
compare,7
south,5
forward,7
file,4
financial,9
identify,8
beautiful,9
touch,5
decade,6
reduce,6
sister,6
lack,4
quality,7
quickly,7
fan,3
promise,7
beat,4
accept,6
enter,5
thus,4
demand,6
movement,8
scene,5
stick,5
chief,5
section,7
hate,4
treatment,9
interesting,11
west,4
rock,4
candidate,9
link,4
determine,9
resource,8
prove,5
trust,5
cool,4
potential,9
size,4
somebody,8
knowledge,9
hang,4
limit,5
sport,5
tv,2
loss,4
argue,5
meeting,7
skill,5
cold,4
card,4
feeling,7
despite,7
degree,6
crime,5
occur,5
imagine,7
due,3
king,4
box,3
photograph,10
seven,5
credit,6
foreign,7
debate,6
disease,7
lady,4
ride,4
beyond,6
discuss,7
track,5
ball,4
east,4
professional,12
recognize,9
apply,5
prepare,7
network,7
huge,4
fly,3
success,7
district,8
cup,3
clean,5
direct,6
physical,8
growth,6
worth,5
hi,2
block,5
theory,6
staff,5
respect,7
legal,5
september,9
count,5
target,6
et,2
strategy,8
clearly,7
property,8
lay,3
authority,9
perfect,7
method,6
strike,6
region,6
impact,6
indicate,8
safe,4
committee,9
supposed,8
dress,5
train,5
influence,9
wind,4
march,5
training,8
central,7
option,6
gain,4
eight,5
particularly,12
completely,10
opinion,7
main,4
ten,3
exist,5
remove,6
online,6
content,7
living,6
union,5
professor,9
pressure,8
purpose,7
stage,5
christian,9
herself,7
sun,3
pain,4
artist,6
employee,8
avoid,5
environment,11
treat,5
male,4
specific,8
version,7
shot,4
female,6
reality,7
club,4
justice,7
river,5
brain,5
memory,6
below,5
contact,7
favorite,8
camera,6
global,6
various,7
arrive,6
detail,6
argument,8
murder,6
nobody,6
roll,4
weapon,6
station,7
island,6
absolutely,10
discussion,10
associate,9
affect,6
firm,4
anyway,6
spot,4
respond,7
ship,4
trouble,7
conversation,12
manage,6
except,6
army,4
seat,4
assume,6
writer,6
perform,7
marriage,8
operation,9
indeed,6
spring,6
necessary,9
heat,4
secret,6
reveal,6
agent,5
bar,3
leg,3
contain,7
democratic,10
glass,5
improve,7
adult,5
religious,9
welcome,7
association,11
stock,5
gas,3
lawyer,6
production,10
handle,6
relate,6
bear,4
management,10
original,8
victim,6
cancer,6
speech,6
trial,5
none,4
cross,5
item,4
weight,6
tomorrow,8
struggle,8
dance,5
feed,4
positive,8
citizen,7
fit,3
trip,4
establish,9
executive,9
english,7
politics,8
customer,8
manager,7
tie,3
publish,7
popular,7
sing,4
conference,10
senior,6
discover,8
direction,9
sunday,6
maintain,8
straight,8
majority,8
peace,5
dinner,6
mine,4
partner,7
user,4
bag,3
conduct,7
therefore,9
rich,4
tough,5
owner,5
shall,5
voter,5
tool,4
june,4
slow,4
mountain,8
friday,6
attorney,8
unless,6
nor,3
expert,6
document,8
structure,9
budget,6
function,8
shape,5
insurance,9
text,4
freedom,7
crazy,5
reader,6
cry,3
style,5
machine,7
battle,6
november,8
generation,10
income,6
born,4
admit,5
hello,5
object,6
onto,4
sea,3
mouth,5
throughout,10
conservative,12
web,3
shake,5
threat,6
solution,8
shut,4
scientist,9
hide,4
obviously,9
refer,5
damage,6
mark,4
investigation,13
jump,4
senator,7
unit,4
july,4
television,10
radio,5
prevent,7
modern,6
senate,6
violence,8
wave,4
audience,8
evening,7
whom,4
ring,4
hall,4
task,4
bottom,6
wake,4
skin,4
suffer,6
wide,4
civil,5
safety,6
weekend,7
supply,6
title,5
host,4
normal,6
survey,6
yard,4
finger,6
fat,3
tend,4
shop,4
surprise,8
mission,7
eventually,10
participant,11
hotel,5
pattern,7
shift,5
speed,5
institution,11
faith,5
reflect,7
folk,4
surface,7
exercise,8
separate,8
client,6
edge,4
traditional,11
council,7
device,6
environmental,13
responsibility,14
chair,5
guard,5
internet,8
october,7
excuse,6
warm,4
funny,5
immediately,11
investment,10
effective,9
previous,8
consumer,8
honor,5
element,7
nuclear,7
daily,5
correct,7
spirit,6
directly,8
afraid,6
define,6
announce,8
journal,7
tear,4
heavy,5
ice,3
primary,7
collection,10
soldier,7
governor,8
fish,4
shoulder,8
cultural,8
successful,10
fair,4
suddenly,8
match,5
interested,10
deliver,7
saturday,8
editor,6
fresh,5
anybody,7
destroy,7
suit,4
critical,8
mass,4
agreement,9
powerful,8
researcher,10
concept,7
willing,7
band,4
marry,5
easily,6
restaurant,10
league,6
capital,7
anymore,7
april,5
etc,3
quick,5
magazine,8
status,6
attend,6
replace,7
european,8
hill,4
doubt,5
kitchen,7
favor,5
achieve,7
request,7
screen,6
generally,9
mistake,7
estimate,8
arrest,6
basic,5
display,7
neither,7
corner,6
driver,6
beginning,9
spread,6
religion,8
crisis,6
museum,6
engage,6
communication,13
express,7
huh,3
encourage,9
french,6
blog,4
kick,4
belief,6
debt,4
labor,5
abuse,5
understanding,13
balance,7
neighborhood,12
contract,8
species,7
additional,10
sample,6
desire,6
involved,8
mostly,6
path,4
concerned,9
indian,6
apple,5
complex,7
plus,4
god,3
wonderful,9
library,7
prison,6
hole,4
code,4
sales,5
award,5
gift,4
refuse,6
garden,6
introduce,9
blame,5
definitely,10
lake,4
earn,4
cook,4
plane,5
vehicle,7
examine,7
waste,5
application,11
witness,7
coffee,6
criminal,8
reform,6
ignore,6
gold,4
planet,6
location,8
bird,4
amazing,7
exchange,8
principle,9
promote,7
nine,4
launch,6
alive,5
possibility,11
sky,3
otherwise,9
grant,5
mix,3
remind,6
healthy,7
stress,6
horse,5
advantage,9
novel,5
commercial,10
steal,5
basis,5
context,7
highly,6
christmas,9
strength,8
monday,6
beach,5
purchase,8
writing,7
master,6
scale,5
resident,8
football,8
sweet,5
failure,7
paint,5
reporter,8
catholic,8
commit,6
suspect,7
vision,6
truly,5
sick,4
stupid,6
chinese,7
connection,10
camp,4
stone,5
truck,5
afternoon,9
responsible,11
secretary,9
apparently,10
smart,5
southern,8
totally,7
tip,3
western,7
collect,7
conflict,8
burn,4
learning,8
contribute,10
british,7
following,9
copy,4
newspaper,9
foundation,10
variety,7
perspective,11
presence,8
stare,5
guide,5
taste,5
lesson,6
appreciate,10
observe,7
schedule,8
print,5
currently,9
crowd,5
apartment,9
quote,5
survive,7
guest,5
soul,4
protection,10
intelligence,12
yesterday,9
dry,3
somewhere,9
smell,5
border,6
reading,7
terms,5
leadership,10
attitude,8
decline,7
um,2
deny,4
website,7
seriously,9
actual,6
recall,6
fix,3
dozen,5
regard,6
negative,8
alternative,11
pack,4
connect,7
distance,8
regular,7
climate,7
relation,8
flight,6
graduate,8
dangerous,9
boat,4
aspect,6
grab,4
january,7
liberal,7
independent,11
volume,6
joke,4
am,2
lots,4
theater,7
aware,5
identity,8
extra,5
demonstrate,11
fully,5
appeal,6
tuesday,7
facility,8
flow,4
rain,4
farm,4
august,6
hire,4
russian,7
shoe,4
institute,9
overall,7
smoke,5
quarter,7
basically,9
forest,6
multiple,8
poll,4
advance,7
wild,4
twice,5
background,10
settle,6
giant,5
winter,6
presidential,12
operate,7
muslim,6
division,8
slowly,6
advice,6
reaction,8
injury,6
ticket,6
grade,5
wow,3
birth,5
lock,4
painting,8
outcome,7
enemy,5
kiss,4
being,5
storm,5
bowl,4
commission,10
captain,7
bet,3
double,6
ear,3
troop,5
wood,4
root,4
minister,8
neighbor,8
tiny,4
mental,6
software,8
glad,4
load,4
finding,7
lord,4
damn,4
transfer,8
temperature,11
quiet,5
bright,6
annual,6
procedure,9
tradition,9
threaten,8
round,5
strange,7
actor,5
active,6
cat,3
depend,6
bus,3
german,6
clothes,7
aim,3
affair,6
category,8
topic,5
victory,7
evil,4
towards,7
map,3
egg,3
ensure,6
expression,10
session,7
competition,11
possibly,8
technique,9
intend,6
impossible,10
escape,6
moral,5
academic,8
wine,4
somehow,7
addition,8
gather,6
scientific,10
square,6
african,7
participate,11
gay,3
appropriate,11
youth,5
signal,6
weather,7
recommend,9
fellow,6
medicine,8
obvious,7
thursday,8
explore,7
extend,6
bay,3
invite,6
frame,5
ah,2
belong,6
obtain,6
broad,5
conclusion,10
progress,8
pop,3
assessment,10
cash,4
defend,6
trail,5
representative,14
aid,3
pound,5
married,7
pair,4
slightly,8
cast,4
loan,4
village,7
historical,10
meaning,7
lift,4
ourselves,9
apart,5
honey,5
bone,4
consequence,11
unique,6
regulation,10
familiar,8
classroom,9
stretch,7
reference,9
emerge,6
lunch,5
ad,2
instruction,11
emergency,9
thinking,8
tour,4
combine,7
moon,4
sad,3
december,8
anywhere,8
chicken,7
rush,4
fuel,4
construction,12
wednesday,9
deserve,7
famous,6
intervention,12
grand,5
confirm,7
lucky,5
insist,6
coast,5
proud,5
fourth,6
cop,3
angry,5
native,6
supreme,7
baseball,8
email,5
accident,8
duty,4
growing,7
revenue,7
expand,6
trend,5
repeat,6
breath,6
inch,4
neck,4
core,4
terrible,8
relatively,10
soft,4
generate,8
extremely,9
monitor,7
forever,7
corporate,9
prefer,6
cheap,5
literature,10
mayor,5
importance,10
danger,6
emotional,9
knee,4
capture,7
update,6
traffic,7
plate,5
equipment,9
select,6
command,7
studio,6
expensive,9
engine,6
adopt,5
luck,4
via,3
pm,2
panel,5
hero,4
circle,6
critic,6
terrorist,9
solve,5
busy,4
episode,7
requirement,11
politician,10
israeli,7
reply,5
colleague,9
disappear,9
beer,4
predict,7
tired,5
democracy,9
ultimately,10
setting,7
works,5
unfortunately,13
theme,5
united,6
pool,4
volunteer,9
educational,11
empty,5
comfortable,11
swing,5
investigate,11
useful,6
pocket,6
digital,7
plenty,6
entirely,8
afford,6
japanese,8
sugar,5
teaching,8
chairman,8
error,5
bridge,6
tall,4
specifically,12
flower,6
mess,4
universe,8
acknowledge,11
crash,5
coverage,8
crew,4
assistant,9
locate,6
equal,5
lip,3
lean,4
zone,4
wedding,7
used,4
protest,7
prior,5
relative,8
meal,4
minority,8
switch,6
sight,5
soviet,6
profit,6
careful,7
gender,6
tape,4
ocean,5
unidentified,12
circumstance,12
boss,4
declare,7
chemical,8
domestic,8
secure,6
tea,3
organize,8
rank,4
surround,8
manner,6
surprised,9
percentage,10
massive,7
cloud,5
winner,6
honest,6
propose,7
rely,4
vice,4
sentence,8
label,5
appearance,10
regarding,9
excellent,9
salt,4
beauty,6
bottle,6
component,9
fee,3
jewish,6
yours,5
shirt,5
plastic,7
tooth,5
meat,4
illegal,7
significantly,13
february,8
constitution,12
definition,10
uncle,5
metal,5
album,5
self,4
suppose,7
investor,8
fruit,5
holy,4
palestinian,11
desk,4
eastern,7
tight,5
valley,6
largely,7
abortion,8
classic,7
chapter,7
commitment,10
celebrate,9
peer,4
prime,5
urban,5
shock,5
unlike,6
internal,8
bother,6
proposal,8
capacity,8
guilty,6
warn,4
weak,4
advocate,8
nose,4
variable,8
convention,10
jury,4
incident,8
climb,5
hearing,7
everywhere,10
magic,5
payment,7
conclude,8
scream,6
surgery,7
shadow,6
increasingly,12
chest,5
slide,5
amendment,9
besides,7
complain,8
extent,6
pleasure,8
nod,3
holiday,7
draft,5
super,5
talent,6
necessarily,11
net,3
expectation,11
accuse,6
knock,5
previously,10
arab,4
wing,4
corporation,11
sector,6
experiment,10
finance,7
thin,4
farmer,6
rare,4
confidence,10
bunch,5
bite,4
cite,4
northern,8
speaker,7
breast,6
contribution,12
leaf,4
creative,8
interaction,11
hat,3
pursue,6
nurse,5
long-term,9
gene,4
package,7
weird,5
difficulty,10
hardly,6
daddy,5
era,3
encounter,9
vs,2
invest,6
personally,10
notion,6
explanation,11
airport,7
chain,5
expose,6
convince,8
channel,7
carefully,9
estate,6
initial,7
forth,5
crack,5
bond,4
birthday,8
pray,4
improvement,11
ancient,7
loud,4
ought,5
pitch,5
brown,5
dear,4
fashion,7
length,6
sheet,5
funding,7
meanwhile,9
fault,5
barely,6
eliminate,9
motion,6
essential,9
combination,11
limited,7
description,11
snow,4
implement,9
chase,5
proper,6
marketing,9
approve,7
bomb,4
slip,4
regional,8
muscle,6
orange,6
creation,8
typically,9
spending,8
instrument,10
thick,5
increased,9
inspire,7
noise,5
yellow,6
e-mail,6
cycle,5
app,3
golden,6
reject,6
inform,6
perception,10
flat,4
visitor,7
given,5
contrast,8
judgment,8
glance,6
regime,6
merely,6
producer,8
whoa,4
route,5
typical,7
analyst,7
elect,5
objective,9
disability,10
upset,5
comparison,10
rating,6
campus,6
assess,6
delay,5
solid,5
branch,6
mad,3
somewhat,8
gentleman,9
opposition,10
reserve,7
aside,5
athlete,7
opening,7
prayer,6
frequently,10
employ,6
basketball,10
existing,8
revolution,10
click,5
emotion,7
ban,3
platform,8
marine,6
brand,5
enable,6
legislation,11
lab,3
oppose,6
row,3
collapse,8
immigration,11
asset,5
observation,11
attract,7
ha,2
household,9
harm,4
breathe,7
existence,9
mirror,6
pilot,5
relief,6
milk,4
warning,7
heaven,6
literally,9
quit,4
calorie,7
seed,4
vast,4
bike,4
employer,8
drag,4
technical,9
strip,5
disaster,8
nearby,6
sale,4
bathroom,8
succeed,7
consistent,10
agenda,6
enforcement,11
diet,4
silence,7
journalist,10
bible,5
queen,5
divide,6
expense,7
defeat,6
cream,5
exposure,8
priority,8
soil,4
angel,5
principal,9
journey,7
relevant,8
tank,4
cheese,6
sink,4
bedroom,7
tone,4
selection,9
perfectly,9
wheel,5
gap,3
veteran,7
disagree,8
characteristic,14
protein,7
fool,4
resolution,10
till,4
fewer,5
mount,5
engineer,8
dish,4
depression,10
dude,4
running,7
upper,5
wrap,4
ceo,3
visual,6
initiative,10
gate,4
whenever,8
entry,5
gray,4
assistance,10
height,6
compete,7
essentially,11
phase,5
recover,7
criticism,9
faculty,7
pause,5
achievement,11
alcohol,7
therapy,7
ideal,5
offense,7
killer,6
personality,11
landscape,9
deeply,6
reasonable,10
trap,4
transition,10
fairly,6
column,6
wash,4
button,6
opponent,8
pour,4
immigrant,9
distribution,12
golf,4
pregnant,8
unable,6
violent,7
portion,7
divorce,7
acquire,7
suicide,7
deficit,7
symptom,7
solar,5
complaint,9
capable,7
analyze,7
plain,5
counter,7
scared,6
supporter,9
dig,3
twenty,6
pretend,7
philosophy,10
childhood,9
lower,5
wealth,6
welfare,7
poverty,7
prosecutor,10
yield,5
spiritual,9
evaluate,8
reward,6
buck,4
knife,5
tech,4
detective,9
disorder,8
creature,8
rescue,6
rent,4
closely,7
industrial,10
housing,7
chip,4
regardless,10
numerous,8
trace,5
medium,6
civilian,8
shooting,8
layer,5
bread,5
exception,9
passion,7
highway,7
pure,4
commander,9
alien,5
extreme,7
publication,11
mystery,7
championship,12
install,7
tale,4
liberty,7
beneath,7
passenger,9
physician,9
sharp,5
substance,9
atmosphere,10
stir,4
sudden,6
passage,7
pepper,6
emphasize,9
cable,5
recipe,6
hook,4
beside,6
roof,4
vegetable,9
accomplish,10
attribute,9
silent,6
habit,5
discovery,9
minimum,7
recovery,8
dna,3
territory,9
girlfriend,10
consist,7
surely,6
proof,5
nervous,7
immediate,9
parking,7
sin,3
unusual,7
rice,4
engineering,11
bury,4
cake,4
anonymous,9
flag,4
brush,5
pro,3
contemporary,12
jail,4
sacrifice,9
rural,5
interpretation,14
wage,4
breakfast,9
severe,6
profile,7
saving,6
brief,5
adjust,6
reduction,9
constantly,10
assist,6
constant,8
permit,6
primarily,9
entertainment,13
exhibit,7
shout,5
academy,7
teaspoon,8
usual,5
ally,4
clinical,8
flash,5
swear,5
avenue,6
priest,6
employment,10
relax,5
owe,3
transform,9
grass,5
narrow,6
downtown,8
ethnic,6
scholar,7
edition,7
abandon,7
practical,9
infection,9
musical,7
suggestion,10
resistance,10
prince,6
illness,7
embrace,7
republic,8
evaluation,10
tune,4
opposite,8
awesome,7
iraqi,5
iron,4
perceive,8
fundamental,11
phrase,6
assumption,10
sand,4
designer,8
planning,8
leading,7
mode,4
widely,6
occasion,8
pose,4
approximately,13
retire,6
elsewhere,9
festival,8
cap,3
attach,6
mechanism,9
intention,9
scenario,8
yell,4
incredible,10
spanish,7
strongly,8
racial,6
transportation,14
stem,4
pot,3
boyfriend,9
consideration,13
retirement,10
rarely,6
joint,5
trigger,7
preserve,8
enormous,8
cigarette,9
factory,7
valuable,8
clip,4
electric,8
slave,5
submit,6
effectively,11
resolve,7
remaining,9
participation,13
stream,6
rid,3
origin,6
teen,4
slice,5
pump,4
congressional,13
bind,4
coat,4
tower,5
license,7
twitter,7
flood,5
impose,6
innocent,8
curriculum,10
mail,4
insight,7
investigator,12
virus,5
hurricane,9
accurate,8
provision,9
communicate,11
vary,4
jacket,6
increasing,10
equally,7
implication,11
fiction,7
mama,4
imply,5
twin,4
pant,4
bend,4
criteria,8
ease,4
dirty,5
toy,3
potentially,11
seal,4
assault,7
peak,4
anger,5
boot,4
dramatic,8
repair,6
enhance,7
math,4
compromise,10
pink,4
dust,4
aunt,4
lost,4
prospect,8
mood,4
mm-hmm,6
settlement,10
justify,7
depth,5
juice,5
formal,6
virtually,9
gallery,7
tension,7
throat,6
reputation,10
index,5
normally,8
joy,3
steel,5
motor,5
enterprise,10
salary,6
moreover,8
cousin,6
ordinary,8
evolution,9
so-called,9
helpful,7
competitive,11
lovely,6
fishing,7
anxiety,7
carbon,6
essay,5
islamic,7
drama,5
odd,3
stranger,8
belt,4
urge,4
toss,4
fifth,5
formula,7
potato,6
monster,7
telephone,9
palm,4
jet,3
navy,4
excited,7
plot,4
angle,5
criticize,9
prisoner,8
discipline,10
negotiation,11
butter,6
desert,6
complicated,11
prize,5
blind,5
assign,6
bullet,6
awareness,9
sequence,8
illustrate,10
provider,8
minor,5
activist,8
poem,4
vacation,8
weigh,5
gang,4
privacy,7
clock,5
arrange,7
penalty,7
stomach,7
concert,7
originally,10
statistics,10
electronic,10
properly,8
bureau,6
wolf,4
and/or,6
recommendation,14
exciting,8
maker,5
impression,10
broken,6
battery,7
narrative,9
arise,5
sake,4
delivery,8
forgive,7
visible,7
heavily,7
junior,6
rep,3
diversity,9
string,6
lawsuit,7
latter,6
cute,4
deputy,6
restore,7
buddy,5
psychological,13
intense,7
friendly,8
lane,4
hungry,6
bean,4
sauce,5
dominate,8
testing,7
twist,5
trick,5
fantasy,7
absence,7
offensive,9
symbol,6
recognition,11
detect,6
tablespoon,10
construct,9
hmm,3
approval,8
aids,4
whereas,7
defensive,9
independence,12
apologize,9
asian,5
rose,4
ghost,5
involvement,11
permanent,9
punch,5
wire,4
whisper,7
mouse,5
airline,7
founder,7
nowhere,7
spell,5
sponsor,7
phenomenon,10
evolve,6
exact,5
silver,6
cent,4
universal,9
teenager,8
crucial,7
viewer,6
ridiculous,10
chocolate,9
sensitive,9
grandmother,11
missile,7
roughly,7
constitutional,14
adventure,9
genetic,7
related,7
ultimate,8
manufacturer,12
unknown,7
wipe,4
crop,4
survival,8
dimension,9
resist,6
darkness,8
guarantee,9
historic,8
educator,8
rough,5
personnel,9
confront,8
royal,5
elite,5
occupy,6
emphasis,8
wet,3
destruction,11
raw,3
inner,5
proceed,7
violate,7
chart,5
pace,4
champion,8
snap,4
advise,6
initially,9
advanced,8
unlikely,8
barrier,7
horrible,8
burden,6
violation,9
idiot,5
lifetime,8
working,7
ongoing,7
react,5
routine,7
presentation,12
gear,4
mexican,7
stadium,7
translate,9
mortgage,8
sheriff,7
clinic,6
spin,4
coalition,9
naturally,9
hopefully,9
menu,4
smooth,6
advertising,11
interpret,9
dismiss,7
apparent,8
arrangement,11
incorporate,11
split,5
brilliant,9
storage,7
framework,9
honestly,8
sigh,4
assure,6
utility,7
aggressive,10
cookie,6
terror,6
wealthy,7
forum,5
alliance,8
possess,7
empire,6
curious,7
interior,8
corn,4
calculate,9
hurry,5
testimony,9
elementary,10
stake,5
precisely,9
substantial,11
depending,9
tissue,6
concentration,13
developer,9
found,5
ballot,6
consume,7
overcome,8
biological,10
chamber,7
similarly,9
dare,4
developing,10
tiger,5
ratio,5
transport,9
lover,5
expansion,9
cure,4
occasionally,12
unemployment,12
pet,3
awful,5
laboratory,10
administrator,13
quarterback,11
rocket,6
preparation,11
confident,9
strategic,9
publisher,9
innovation,10
highlight,9
nut,3
fighter,7
electricity,11
instance,8
fortune,7
freeze,6
variation,9
armed,5
negotiate,9
laughter,8
wisdom,6
correspondent,13
mixture,7
retain,6
tomato,6
testify,7
ingredient,10
galaxy,6
qualify,7
scheme,6
gop,3
shame,5
concentrate,11
contest,7
introduction,12
comic,5
boundary,8
tube,4
versus,6
chef,4
regularly,9
ugly,4
screw,5
tongue,6
fiscal,6
creek,5
hip,3
accompany,9
terrorism,9
respondent,10
narrator,8
voting,6
refugee,7
assembly,8
fraud,5
limitation,10
partnership,11
representation,14
ministry,8
wise,4
register,8
comedy,6
tap,3
infrastructure,14
organic,7
islam,5
diverse,7
intellectual,12
port,4
fate,4
absolute,8
dialogue,8
frequency,9
tribe,5
external,8
